id,text
BPZfuPvSxCfoppU4lPFm0Q,"I made a dinner reservation for 8 people on Saturday, November 30th @ 6:30pm over the phone few weeks prior. They ask for your card number because they will..."
BPZfuPvSxCfoppU4lPFm0Q,"This restaurant was recommended by a friend. We came here at around 6 pm (make sure you make a reservation!) on a Saturday and it was relatively quiet, but..."
AudBWxeAr3zHr1ITrTcVpg,I've been with my fiance here twice and I've had both great experiences. The customer service is excellent and I love the food that they have to offer here....
AudBWxeAr3zHr1ITrTcVpg,"Restaurant Izakaya Fuku has a cute atmosphere   
,is very yummy ,service is great ,it's fun ,and is reasonable price.
   
   It is nice.For example,on the..."
AudBWxeAr3zHr1ITrTcVpg,"I'm from Queens and I have been looking for a decent izakaya for a long time. '

Service - 5/5 - I was immediately greeted and was seated based on my..."
RYKGs45OjF-vlb2Ds2Jb_g,"Came in for ramen since it pulled up on my search! It's not a specialized ramen place, but it still hit the spot. Not amazing, not terrible, not..."
RYKGs45OjF-vlb2Ds2Jb_g,Happy hour until 8:00pm EVERY. DAY. Came here on a Sunday night for dinner with a friend. We made a reservation through yelp but it wasn't full so we didn't...
RYKGs45OjF-vlb2Ds2Jb_g,"Stumbled upon the place after looking for a quick dinner spot on a Sunday evening. Came around 7PM and it wasn't busy, was able to be seated for 2 right..."
-86K6KX3HlUwkWTWRO3VAQ,"This place doesn't look like much when you walk by, but once you walk in, the smell of black garlic overwhelms you in only the best way.

Their decor is..."
-86K6KX3HlUwkWTWRO3VAQ,"I usually get my ramen with extra mala oil added to it, but I don't believe this location does it. Their extra spice comes from some kind of pepper..."
-86K6KX3HlUwkWTWRO3VAQ,Made reservations but did not need to since this place was pretty empty and was seated right away in one of the private booths. It was nice for the privacy...
7OMGEtFWT6sdd9TVuoGqJQ,"All I can say is yum yum yum! 

Positives + 
* fast service - my friend and I didn't have to wait long to get seated. Food also came out quickly 
* yummy &..."
7OMGEtFWT6sdd9TVuoGqJQ,"Fantastic!!! If you're there ask for Eddie and mention my name :) My review is probably sightly biased, but had I not run into a friend there, I would still..."
7OMGEtFWT6sdd9TVuoGqJQ,"Honestly, I was disappointed.

After an hour wait to get in (they're walk-in only) we were given mostly cold/lukewarm food. Our rice was cold, the egg to..."
lEH8EUPX3Zn_trHauIycYw,"Not the most noticeable spot but you definitely want to notice it. The food was amazing. 

We got the omurice, and what I loved about it is that it's like..."
lEH8EUPX3Zn_trHauIycYw,"Amazing food, homey and stylish ambiance, and great service. If you want a restaurant that feels like somewhere you'd see on Terrace House or lining..."
lEH8EUPX3Zn_trHauIycYw,"Aoi kitchen is something special!
Me and my friends had such a good time here.

The restaurant has a really amazing atmosphere which has great background..."
BOz0qTUMtAfljd3Vn1rerQ,"Found my new favorite spot in the East Village. From their amazing yet reasonably priced omakase to great selection of sakes to pair it with, I loved..."
BOz0qTUMtAfljd3Vn1rerQ,Really great sushi. I was pleasantly surprised because I haven't found a good $$ sushi restaurant in NYC yet. There are great $$$ and $$$$ places but no...
BOz0qTUMtAfljd3Vn1rerQ,"The omakase here is such a bargain! Most omakases serve 10-15 pieces of sushi and can range from $50pp to +$250pp. For $75, you get 15-16 items here..."
pNe8ZCkGTe4cXfKdOF7kYQ,Ise is one of the best sushi and Japanese restaurants I ever went to. One word minimalism. The door is pretty discreet and can easily be walked past. Once...
pNe8ZCkGTe4cXfKdOF7kYQ,Very mediocre experience. I called to make a reservation since it was my boyfriends birthday and also our anniversary. I called to make a reservation for...
pNe8ZCkGTe4cXfKdOF7kYQ,"Two words: amazing soba! While visiting NYC, I lamented to my friend that there are no good soba restaurants in NoVA so he took me to Ise. To share, we..."
pqqhHTz_ZpApsaWGa_zMTA,"Handrolls are now my new favorite thing all thanks to Douzo. I do not have other handroll experiences to compare this to such as domo domo or kazunori, but..."
pqqhHTz_ZpApsaWGa_zMTA,"Came here last night at around 7pm with my boyfriend.  To my surprise, the place wasn't crowded at all and we were seated immediately.  The restaurant..."
pqqhHTz_ZpApsaWGa_zMTA,"New omakase/hand roll spot in chinatown/LES! A short walk from either grand street station or Delancey! There was no wait on a Friday night! 

I got the..."
Nnc2RVv5TPNAy70gOJrc-Q,"What a great night! Loved this place!

Pretty much everything that came out of the kitchen was delightful. Wish we could have tried everything, but what we..."
Nnc2RVv5TPNAy70gOJrc-Q,"When we first arrived, the place was packed.  There were only 2 seats left at the bar, which fortunately turned out to be great as we got to interact with..."
Nnc2RVv5TPNAy70gOJrc-Q,"Ok. Is it the best ramen/tofu/bao/curry/etc you can find in the city?!? Probably not. But given the pan Asian delights, the vibe, the Sake list, the beer,..."
qEe7nIhPfEL6L0-VYhWRrA,It's kind of embarrassing how often I go to Raku. I've been in NYC for about a year and I haven't been able to try as many restaurants as I've wanted to...
qEe7nIhPfEL6L0-VYhWRrA,"The best udon noodles in NYC! 

As far as appetizers go, the chicken tatsuta-age is delicious; the chicken is tender, layer of breading is quite thin and..."
qEe7nIhPfEL6L0-VYhWRrA,"This place is a hit amongst me and all my friends. It's got the best udon noodles ever, a really diverse menu of dishes, great unique cocktails, and an..."
SUHJfh7H2NiQx8c5OWoAyQ,"I was craving sushi and Yashin was relatively close by so given the good reviews, i decided to try them out. I came in on a cold and rainy Sunday afternoon..."
SUHJfh7H2NiQx8c5OWoAyQ,We made a Tue 6pm reservation via OpenTable (note for some reason it's listed as under Gowanus neighborhood) which we made the three following comments:...
SUHJfh7H2NiQx8c5OWoAyQ,"Delicious Fish. 

Delicious Shrimp Shumai. 

Authentic Restaurant. 

Great Service. 

Want to return soon."
FYWwW5lcxKzaA98Xgw8bqA,Probably the most japanese feeling restaurant I've been to in New York along with Sukie in the East Village. Every diner gets a hand towel as they are...
FYWwW5lcxKzaA98Xgw8bqA,It's been a really long time since I enjoyed food. I'm not saying I'm depressed or anything (though I wouldn't rule it out) but in the last year I've sort...
FYWwW5lcxKzaA98Xgw8bqA,This is some of the best food I've tried in a while.  Hanon specializes in udon- either hot or cold- with plenty of different options. We came late on a...
EVZeqLPpfXrygmgamjD5_w,Had a wonderful meal at Takeshi Sushi. Ordered the Omakase. The chef was warm and welcoming. The fish was very fresh and the price point was very...
EVZeqLPpfXrygmgamjD5_w,Let me start out by saying that I get it. Working in the service industry can really suck sometimes. People can be unkind for all sorts of ridiculous...
EVZeqLPpfXrygmgamjD5_w,"Reservations are a very, very good idea at this 11-seat sushi counter.  We had a 7:30pm reservation on a Wed, and all the other 9 seats were filled.  It's..."
OFfZUS-nu6NDnsWe1B2bUQ,"Believe it or not, I'm walking on air // I never thought I could feel so free-eee-EEE!

For ramen and pure unctuous sin, top honors still belong to Yume Wo..."
OFfZUS-nu6NDnsWe1B2bUQ,"Best broth I have ever had. 

And believe me, I have shopped. 

Had the classic tonkAtsu and garlic shishito peppers. Delicious. 

And their drinks!! The..."
OFfZUS-nu6NDnsWe1B2bUQ,Guys this is now my favorite Ramen shop I've ever been to! First I did Wait List with Yelp. I was in my hotel room when I joined the waitlist. It said I had...
Pe4cQ65ZJ9qS8JQZVkJz4g,I absolutely love the concept of Shabu shabu omakase and appreciate the different take Chef Mayu has on foods that we are familiar with. The food is...
Pe4cQ65ZJ9qS8JQZVkJz4g,"Love this place, it's a different take on shabushabu.  It's a lot more fusion than I thought it would be, but it was still very good. Great staffs! Super..."
Pe4cQ65ZJ9qS8JQZVkJz4g,"Personally I am a fan of Sukiyaki, but this Shabu Shabu is really a unique experience.  The Beef, the sauce, the rice, they are all excellent!"
qNyUkJJjg1Tu6XmhAUU1sA,"Sublime experience!

This is my first time trying kaiseki, so I really have no basis for comparison. Everything was thoughtful, in regards to each..."
qNyUkJJjg1Tu6XmhAUU1sA,Unbelievable experience for kaseiki. We had an amazing time here. Each course was done perfectly and the presentation was amazing. Definitely worth it for a...
qNyUkJJjg1Tu6XmhAUU1sA,We made our reservation online. Quick and easy. The restaurant also called to confirm our reservation the day before. The decor was simple and elegant. Food...
ytABgZNWnFXQUjOYjh460A,"Kyo Ya:
A one star restaurant that only offers a la carte menu now. The free matcha cake after meal is the best matcha cake I have ever had.
What we..."
ytABgZNWnFXQUjOYjh460A,Don't get me wrong everything I had was tasty but this is all relative. For the price and the fact that it has a star I was underwhelmed.... or maybe just...
ytABgZNWnFXQUjOYjh460A,"Food was top notch (especially the roasted duck!) and service was second to none! 

Can't wait to come back next yr and check out their brand new sushi counter."
22CRLIEfJWIO-8RjEiecAg,"Good food, fresh and delicious,our waiter is Good  

Recommend to come 

Thank you for making us happy meal"
22CRLIEfJWIO-8RjEiecAg,"Wicked little spot with unlimited sushi options and BYOB

I would have given it 5 stars but the a la Carte rolls are tiny so you might as well go unlimited...."
22CRLIEfJWIO-8RjEiecAg,We came here on a Sunday evening with a group of 10. We had a 6pm reservation. This was more like 3.5 stars but I rounded up because if it wasn't for the...
W_ebg9LGWmhuzffKnguwoQ,"I made reservations to Sake Kawa through Yelp and included in the comments that it is my SO's Birthday, when we walked in and confirmed my reservation..."
W_ebg9LGWmhuzffKnguwoQ,"This is for ramen. 

I had some hopes for this place as I eat some sort of noodles several days a week. A block away, Ill check it out. Price reasonable but..."
W_ebg9LGWmhuzffKnguwoQ,"Best sushi and sashimi I've had in Astoria. I ordered the lunch special and will be ordering here weekly, for sure. Other spots in the area are just okay......"
JDrfVWUn7teXAkmgurtQZg,I literally came here 3 times in one week for dinner even though there are so many other options on 5th Ave to eat. Toribei reminds me of all of the...
JDrfVWUn7teXAkmgurtQZg,A few of my friends have recommended Tori Bei to me as a really good Japanese place in Park Slope. It's right next to a Japanese ramen place on 5th ave...
JDrfVWUn7teXAkmgurtQZg,Excellent yakitori and Izakaya in Brooklyn! This is a very small spot and they have bar seating in the front and tables in the back. The yakitori here is...
qf9ONR0LAAFZ8fLDRkVHww,"One of my staples in the neighborhood! Love every dish I've had here. The King Salmon Yakidon, the Fried Chicken Oyakodon, the Miso Bacon Burger. The fries..."
qf9ONR0LAAFZ8fLDRkVHww,"If there was one thing I could have from Mori forever, it would have to be, hands down, their Calamari appetizer. It's literally all I've been thinking..."
qf9ONR0LAAFZ8fLDRkVHww,"The fried chicken dish was so good!! The ramen was good too! Really flavorful broth and lots of seafood and huge chunks of lobster. 

A cute cozy..."
o5EIqc4LekAoeLHiYjzLqQ,"This place had some of the best cocktails I've ever had!The Suika Cooler (gin, watermelon, cucumber) was insanely refreshing and even had a thin slice of..."
o5EIqc4LekAoeLHiYjzLqQ,(Review for drinks only) I wasn't a big fan of this crammed space. We stopped by for an early drink before Friday night activities. It takes a while to get...
o5EIqc4LekAoeLHiYjzLqQ,"Bar Goto is unassuming and unique. 
Bar Goto plays good music. Who likes 70's classic rock?
Bar Goto is dependable and solid.
You need to ""go to""  Bar..."
kN3rkbjvqkY62CDRYUVz4g,4.5 stars for food and 5 stars for service. Had a reservation for Friday night which was a good call since this place is small and was packed at 6. The...
kN3rkbjvqkY62CDRYUVz4g,"Very nice, very authentic Japanese place. Nothing that really made me jump out of my bar seat but good ambiance and good food. Small portions which could've..."
kN3rkbjvqkY62CDRYUVz4g,"It's a bit difficult to find Yopparai but I did it! Yes, you need to walk up the stairs of the restaurant sign. Don't look left or right at the other..."
KrJ6m_TkxBAPPSNH-G7rvQ,Everything about this place is amazing!!!!! It's so clean... the chairs and tables are made up in such a creative way. The food is Amazing great date spot!!!
KrJ6m_TkxBAPPSNH-G7rvQ,"This was a really solid sushi spot. Came in on a weekday following a nearby meeting not really expecting much. 

Huge menu, but wasn't super hungry so went..."
KrJ6m_TkxBAPPSNH-G7rvQ,"Came here on a Saturday night without a reservation. The restaurant was about half full, and we were seated immediately. 
Service was friendly and..."
1TZ9CzGDGdAGCADjoYaliA,The hospitality Christine and the chef showed once we first walked in was refreshing and consistent. I also loved the bamboo and other sustainable cutlery...
1TZ9CzGDGdAGCADjoYaliA,"Not sure if we just ordered the wrong things but we were not a fan. As excited as my friend and I were to finally try this little spot, we left feeling..."
1TZ9CzGDGdAGCADjoYaliA,"Came here on a Tuesday night, it was fairly empty at first but filled up by the end of our meal.

I had the chicken katsu with a side of curry, we also..."
LOFl1w5bXrAdDRAQ-vi3_A,"Went for birthday celebration. 
Everything was above expectations. 
The service is above five stars. 
Food is fresh and delicious. The location is easy to..."
LOFl1w5bXrAdDRAQ-vi3_A,"Previously Gaijin, Koyo is a Japanese restaurant featuring nigiri (sushi) and kaiseki (multi-course Japanese fine dining). In fact, nigiri and kaiseki..."
LOFl1w5bXrAdDRAQ-vi3_A,"Impressive and amazing. 
This used to be Gaijin, although Gaijin was good this this far exceeded our expectations. We had actually had low expectations..."
6FZf17rNThWKoF4EU18wnw,"This is my favorite place to bring family, friends, colleagues, and business partners.

I've shared some of the best dining experiences of my life..."
6FZf17rNThWKoF4EU18wnw,"Stopped in for lunch, they had a bento box special that came with miso soup, then kimchi, rice, veggies, salad, and your choice of protein. I went with the..."
6FZf17rNThWKoF4EU18wnw,"Holy umami cow, I've wandered into flavor heaven and can tell you this yakiniku is as good as it gets in NYC! Atmospherically, it is chic and welcoming..."
n1xpGOPa7XRq4or7QLjzHw,This place is perfect for some causal Japanese street food. I've tried many of their dishes before and my favorites remain the okonomiyaki and...
n1xpGOPa7XRq4or7QLjzHw,"This place is quite affordable and offers a variety of Japanese food (from yakisoba to okonomiyaki), but the taste is more or less mediocre. You order at..."
n1xpGOPa7XRq4or7QLjzHw,"I wasn't particularly a big fan of the okonomiyaki here since I've had better at Otafuku. But I guess, this place will do if you're ever in the area and..."
HO8vjBAFY3GU1erXMZ_UbQ,"Really a great and peaceful time here.
I bookmarked this a while back and was surprised to find out it's on the same block as my boyfriend's apartment. I've..."
HO8vjBAFY3GU1erXMZ_UbQ,"I thought my dinner was pretty damn good. I don't know why people are so easy to pry this place and be so critical, it's JAPANESE. have y'all been to Japan?..."
HO8vjBAFY3GU1erXMZ_UbQ,"I really don't understand the high rating on this place. We got the katsu don, tuna sashimi and edamame. The katsu don tasted like I could have gotten it..."
LjAt-SP7BwIpp56TZHVsWA,"Crown Heights is not a neighborhood most sushi aficionados expect to find a good omakase fix, but that's where I found myself on a random Wednesday night...."
LjAt-SP7BwIpp56TZHVsWA,I happened to find this place by accident when looking for a new sushi option.  I know it's located in Brooklyn and I have never been to this neighborhood...
LjAt-SP7BwIpp56TZHVsWA,Venue (3/5) the venue was simple with minimalistic decor.  There is an area for counter seating where you have your omakase made and you can interact with...
tO6ktIDgzUQ4XOGR6-Vkvw,"Wow this place is amazing. It is amazing that it's so hidden and it's like a speakeasy that serves food. It's literally LES's new secret. 

Even though we..."
tO6ktIDgzUQ4XOGR6-Vkvw,Such a cool new addition to the LES! Rock n roll themed Japanese skewer/sake bar. Came here with the boyfriend for dinner and loved the experience/food!...
tO6ktIDgzUQ4XOGR6-Vkvw,"Excellent kitchy, whimisical, retro 80s speakeasy that that only be pulled off in a Japanese neighborhood bar! The yakitori is top notch as well as the..."
diz6_4TVSP6EdWEZCZ0Acg,"So fresh! We came here on a Friday night expecting crowds, but it wasn't too busy. We were seated promptly by our excellent waiter who took the time to..."
diz6_4TVSP6EdWEZCZ0Acg,"This place feels a bit over hyped to me. With that said the prices are pretty decent for the amount of fish and you do get to walk out with a full belly.

I..."
diz6_4TVSP6EdWEZCZ0Acg,the second time i visit that place the sushi rice is too too too sour...and they told me it's how sushi rice would taste？？？i was likeman you dont know how...
8fr5FYU1ip0phERt1mrekg,"Find a friend. Get their number. Make a reservation for 2 (at least 30 days in advance). Bring a new friend.

I LOVED the fresh vegetables fondue; the..."
8fr5FYU1ip0phERt1mrekg,"Cool space, like someone's living room... at least the couch area we shared among four of us. 

Food was really good, better than casual izakaya style. The..."
8fr5FYU1ip0phERt1mrekg,"A secret hidden Japanese modern restaurant. Reservation only, and either you dine here before of you need to refer by someone to make a reservation. 

We..."
L87p5eAKGjvkS2YZYjZcrg,"Yamada Chikara is an amazing restaurant!!!

I really appreciated the service which is exceptional. The wine list is perfect. The bar is very quiet & class...."
L87p5eAKGjvkS2YZYjZcrg,"Yamada Chikara:
$180 tasting:
The fried foie gras and fried wagyu are sooooo amazing!
The iced foie gras with hot soup and wagyu with tofu are mind-blowing!"
L87p5eAKGjvkS2YZYjZcrg,"Another nice try with the Japanese restaurant in NYC and it never lets you down. The restaurant serves Kushiage omakase, simply put, high-end fried skewer..."
LKNhVc1VIt87NQL2wn9rnw,"This small, intimate restaurant has some of the best Japanese curry I've ever had in the city. The small interior seats 6 only and they have a smaller table..."
LKNhVc1VIt87NQL2wn9rnw,"As a massive Japanese curry enthusiast, I really wanted to like Suki. Unfortunately the curry was very watery, much unlike any japanese curry I've ever had..."
LKNhVc1VIt87NQL2wn9rnw,"UNLESS YOU WANT CURRY-FLAVORED SUGAR SAUCE WITH RICE, LOOK ELSEWHERE.

I really wanted to like Suki.  Any great new Japanese curry place in Manhattan is..."
MmXZLVwWcYugi_TXSHmjeQ,"Wow! Wow! Wow!
Extraordinary experience!
Incredibly fresh fish, funny and personable chefs, and IMAX the host was hysterical! 
We came alllll the way from..."
MmXZLVwWcYugi_TXSHmjeQ,Wow - I honestly didn't think I liked uni before I tried it here! It was my first omakase experience despite eating Japanese a few times a week since I was...
MmXZLVwWcYugi_TXSHmjeQ,"The Bou ""Franchise"" is excellent. Before the other Bou's and Bae's opened in Manhattan I experienced Bou of Times Square. The experience was nothing short..."
3nATnhLyWRvbUGRwK2zdXQ,"After attending an Elite event, i decided to pop in for lunch. The owner was working and i had a great chat with her. She is very sweet and made some..."
3nATnhLyWRvbUGRwK2zdXQ,"The service was good and the staff was attentive to all my questions! With neon signs and patterned table clothes, there was definitely a retro vibe to the..."
3nATnhLyWRvbUGRwK2zdXQ,"Just eh, 2.5 stars. Was very disappointed in our dinner tonight considering the positive reviews. Yes, the interior is trendy and cute and the menu looks..."
VxMT2lqRY9wZOxVaXupltQ,"New modern sushi restaurant has just opened my neighborhood.
I tried Omakase .
8pc $21.95 sounds pricy but it was really high quality and each potion is big..."
VxMT2lqRY9wZOxVaXupltQ,"I came in for an ""All Stars Bowl"" and they were out of toro. I spoke with the chef and said this is my first time here please make me something Special. I..."
VxMT2lqRY9wZOxVaXupltQ,"I'm a bit torn on this review, but overall feel it's worthy of 4 stars.  Ordered a roll, and the lower end sushi sampler.  This restaurant, at least when I..."
AFt1Qcec4_JNr6PWpkRYyw,"You guys rock!!! We did the $100 Full Omakese. Super happy with the whole dining experience. Great value. If you love uni, you will enjoy it because uni..."
AFt1Qcec4_JNr6PWpkRYyw,"Great choice for a value + high quality omakase, esp outside of Manhattan. It didn't bump other spots out of my top 5 but it's solid. I've been wanting to..."
AFt1Qcec4_JNr6PWpkRYyw,"Favorite omakase sushi place in NYC.  We've been to all of the top rated omakase restaurants in Manhattan and Brooklyn and time and again, we find the best..."
EXsorzjQ3y3Oh5-m82lgtg,"First of all, I love sushi. I used to live in Japan and my host brother was a sushi chef so needless to say I know and love sushi. This spot appears to be..."
EXsorzjQ3y3Oh5-m82lgtg,Came here with my sister for the first time and I was pretty impressed. Very fresh sushi. We split the $65 sushi and it was delicious. We also had these...
EXsorzjQ3y3Oh5-m82lgtg,My brother wanted to go here so we made the trek to Bushwick. It did not disappoint. The place has an upscale trendy vibe and has a lot of wood and exposed...
3n6i8TwGEIL9KnCCHUyiqA,"I had the pleasure of trying Sai's omakase during lunch recently.

The sashimi is some of the freshest fish I've had outside of high end Japanese..."
3n6i8TwGEIL9KnCCHUyiqA,"AMAZING SASHIMI.

This restaurant has some of the best sashimi I've ever had. First of all, the moment that my boyfriend and I walked through the door we..."
3n6i8TwGEIL9KnCCHUyiqA,"We came in on a Friday evening. Ordered Chirashi Dinner , Scallops, Alaskan King Crab Roll, Short Ribs, and Rego Park Roll.

They have  FRESH sashimi and..."
R9jTfyPlnfk23gy8VCCVAg,"An intimate and delicious experience, Shabushabu Macoron is a definite highlight of 2019.

1 of 2 must try tasting menus in NY (the other being Atomix),..."
R9jTfyPlnfk23gy8VCCVAg,"Shabu shabu macaron is a fusion fine-dining/shabu experience. Having been to japan, my expectations were a bit too high. the amount of food is very very..."
R9jTfyPlnfk23gy8VCCVAg,"While a shabushabu omakase is a novel idea outside of Japan, Shabushabu Macoron is awfully overpriced. It's photogenic at least I guess. 

The meal starts..."
nEkVibaTuIFEcTNtltFgJg,This is definitely on my list of top five favorite omakase spots! I took my boyfriend here for his birthday and we both LOVED it! The place is small so I...
nEkVibaTuIFEcTNtltFgJg,"Walked in with high hopes, left with disappointment.

The service was great here, but the food, not so much. 
The fish weren't fresh, at least the one they..."
nEkVibaTuIFEcTNtltFgJg,"Tiny space. We were 6 and took the single table they have in the restaurant. The other seats are all at the sushi bar. The sushi was very good, but not..."
tyyqm0ftkoKQxednWNh0Tg,"This is the most obnoxious thing to type but fine, I'll do it: I used to live in Tokyo, so I've been to more than my fair share of sushi places, and this..."
tyyqm0ftkoKQxednWNh0Tg,"Came here with a work colleague for lunch... Ordered chirashi, which came with miso soup and chawamushi. Chawamushi was to die for and the fish on chirashi..."
tyyqm0ftkoKQxednWNh0Tg,"Lunch Special sushi is awesome! 

I am glad that they are back in business after the initial location close down in East Village.

Sushi is still great,..."
xtxcAUvrD4dWHJd0cwvW1A,"What a terrific place to eat!
The food was delicious and the service great! 

Add the Bansuk egg to your noodle dish."
xtxcAUvrD4dWHJd0cwvW1A,"No. Overpriced and overcomplicated. 

Both the Gochu Ramyun and Fishcoop were massive disappointments. So many ingredients, so many competing flavors, and..."
xtxcAUvrD4dWHJd0cwvW1A,"Came here for my friend's birthday. Pretty cool date spot but pretty expensive. 

Logistical things: Pretty small place - maybe seats around 30 - 40 people...."
4eAgPj7eKonKAtk64kgUfQ,"Came for lunch with my mother and toddler (after years of walking past this place) and was surprised at how good it was! 

The place was kid friendly (which..."
4eAgPj7eKonKAtk64kgUfQ,"Good efficient service for the lunch crowd. 

I ordered teriyaki chicken and shrimp tempora bento boxes. Overall, the bento boxes were good but the sauces..."
4eAgPj7eKonKAtk64kgUfQ,"While waiting for a LIRR train, I had almost an hour to kill, so I stopped by Matsuri for a quick lunch. 

Their lunch specials are reasonably priced. An..."
f48yzy50jQDH7X5xFAluOw,"I've always been a huge fan of Sakamai so when I heard the chef had a new venture in the East Village, I knew I had to check it out. Tsukimi is tucked away..."
f48yzy50jQDH7X5xFAluOw,"Let me start off with how proper this place were, the traditions, the manners and the services were absolutely amazing. My friend and I were blown away with..."
f48yzy50jQDH7X5xFAluOw,"Tsukimi finally opened after several years of heightened anticipation. 

One of the best dining experience in 2019. 

Chef Akiyama's cuisine was true to the..."
1m1iOc8EplJ4tiCez7hf2Q,"My first visit was for my business with them. We, 4 men had tasted almost all menus, and were awestruck. It was a month ago. 

Now I came back with my wife,..."
1m1iOc8EplJ4tiCez7hf2Q,"750 Myrtle Diner is truly unique. It doesn't look like much from the outside, but you walk in and the decor is amazing, the kitchen basically takes up half..."
1m1iOc8EplJ4tiCez7hf2Q,"- Mostly delicious food
- Inappropriate, unprofessional, and discriminatory staff

My partner and I dined here recently. The food was delicious and our..."
_FICyzFLQxR7N62I6qU94A,"Neighborhood staple.
Always the freshest tastiest fish, wonderful staff, reasonable prices.
Big fan."
_FICyzFLQxR7N62I6qU94A,Discovered this place through the seated app and it's definitely become a favorite for sushi! There weren't many people there when I went so the service was...
_FICyzFLQxR7N62I6qU94A,"So fresh and so clean clean. 


Can u guys open a location in the UES?

Good real sushi, great atmosphere.

I wish I was closer to it

'Nuff said!"
L3reOLLPez7lnOhyfCpvkg,Wow - definitely lucked out coming to this place. Truly a hole in the wall. The decor and ambiance is quaint. There's a fully stocked bar but we all know...
L3reOLLPez7lnOhyfCpvkg,Came here for lunch bc it was right next to the 47 Christie bus drop off and we were hungry and cold. Walked in at noon on a Saturday and the place was very...
L3reOLLPez7lnOhyfCpvkg,"When I went to the JAPANFes. Ramen Contest, I was lucky enough to try the ramen that won second place, it was my favorite at the contest. So, when I found..."
MGRo61aHFUeRlWhSbTv2NA,Highly recommend this place! My boyfriend and I made reservations about 2 days in advance for his late birthday dinner and had luckily snagged the last two...
MGRo61aHFUeRlWhSbTv2NA,I had high expectations for sushi by M but I left very disappointed. We came as a group of 8 people and took up almost the entire restaurant. It was $50 for...
MGRo61aHFUeRlWhSbTv2NA,"- they've grown to about 12 seats (they started out with 6) 
- owner Tim, used to be there full time but now mostly checks in
- menu changes seasonally
-..."
6t5xWjPLWAjJV3YFMX_oaw,"I had an excellent time at Hirohisa. I came in for the lunch omakase, which was a great deal and absolutely delicious. The staff was helpful and friendly,..."
6t5xWjPLWAjJV3YFMX_oaw,"Definitely overpriced for the quality. 
Not sure how this place got a Michelin star, cuz other Michelin Japanese place tastes so much better than this one."
6t5xWjPLWAjJV3YFMX_oaw,"Came here for a special birthday dinner and we did the 9 course chef's tasting menu. Spoiler alert: this place was amazing!

The tasting started with an off..."
vX0_qcuVXoeeH1_24I8lSA,We came here for my birthday and it was an amazing experience. We definitely recommend the 16-piece omakase just to try the additional premium fish in their...
vX0_qcuVXoeeH1_24I8lSA,"Quick, tasty, reasonably priced.

We stopped by with a reservation on a Saturday evening, and the bar was basically fully seated; reservations are highly..."
vX0_qcuVXoeeH1_24I8lSA,"With more affordable but still quality sushi omakase's becoming more fashionable in NYC as of late (e.g. Sushi by Bou/Bae, Sushi on Jones) and given..."
L9SuMN3UsGipopWOe3pr9w,"Such an amazing and talented chef! 
The food was excellent with every fish dish. Well balanced. Distinctive, and the rice temperature was consistent, which..."
L9SuMN3UsGipopWOe3pr9w,"I am very torn between giving this restaurant 3 or 4 stars. I want to support the chef's work, but I do not think it is a complete canvas the way it..."
L9SuMN3UsGipopWOe3pr9w,"What an underrated omakase sushi restaurant tucked away in Greenpoint! All seats are counter seats, and the restaurant doesn't really seat more than 15 or..."
