id,text
jThU2t1oGyPKm5b3DoARHQ,"So so so glad my wife found this spot!!!
We thought they were closed for lunch but the server grabbed us as we were getting back in the car to tell us they..."
jThU2t1oGyPKm5b3DoARHQ,"Compared to many other sushi bars in town, Sushi Rock feels a lot more homey and relaxing. It might be the classic rock or the fact that the waiter was so..."
zOeOw0acLncHQvU9gv-H9g,"In my opinion, this is the best sushi in Dallas.  We like to dine here frequently and love the privacy of the sushi room.  We usually see Calvin and Maria..."
zOeOw0acLncHQvU9gv-H9g,I can't believe we only now found this Amazing place by our house. The sushi is high quality fish and the service is amazing. Best time we come we need to...
zOeOw0acLncHQvU9gv-H9g,"High end, Uber fresh delicious sushi with the downtown feel right here in the burbs. I probably shouldn't write this review as I feel that mercury sushi is..."
H9FhKrox5np9_2n0OfZgyA,"We went here mistakenly thinking it was Korean bbq. In my defense, it showed up when I searched for ""Korean bbq"". We did not regret it. 

This was our first..."
H9FhKrox5np9_2n0OfZgyA,"Had to knock off stars. Friday nov 22 we went back .. been there often. Server was Chloe. Didn't change our grill once .. until at the end I asked. 

My 10..."
H9FhKrox5np9_2n0OfZgyA,I have been to about 5 or 6 different Gyu-Kaku's across 2 different states and this location in Plano is by far my favorite and has been the most consistent...
lsHsv8SSsmACWDBhZqt6Fg,Great food! Can't say enough about this place. Hispanic server is great. Greets you by name if you're a regular.
lsHsv8SSsmACWDBhZqt6Fg,"Going with a solid 4 stars. Smallish place, but clean.  In a big outdoor shopping center, easy to find, easy to park.

Went during Lunch Menu hours, we..."
lsHsv8SSsmACWDBhZqt6Fg,"I went here during lunch on a weekday and it fills up but the service is quick and speedy! Also, if you dine during lunch, they give you the soup of the day..."
tIuNL-15f31dugJahpl6vw,"Sushi Kadan is great, the taste, quality, price, ambience, service, all awesome. 

I ordered two rolls for myself as most of the time I feel like rolls at..."
tIuNL-15f31dugJahpl6vw,"So here is my 2 cents. Since I know little about sushi these days. But at some point of my life I was an expert. 
So here it goes. 
This place is overly old..."
tIuNL-15f31dugJahpl6vw,"such a cute little place next to a boba shop, but i tried two of their rolls and they tasted identical to each other. it was smothered in eel sauce. the..."
8jSQeEGtV1tqdr6pMv3p5A,"Having worked in Addison for 15 years, every now and then I just have to search Yelp for new restaurants, and noticed Ginza was a new option. 

I was happy..."
8jSQeEGtV1tqdr6pMv3p5A,Was craving some fried rice and came here for the lunch special on hibachi. I got the chicken and shrimp meal and it was very reasonably priced and fast...
8jSQeEGtV1tqdr6pMv3p5A,Super delicious! Their hibachi and sushi are very fresh and tasty. I would definitely go for the steak and shrimp hibachi! The miso soup and their dumplings...
kSbo1UsH-Ffwb-fGcyqOFQ,"We have been waiting for this place to open for a few weeks.  Finally had the chance to try them on what I think was their third day of being open.

We..."
kSbo1UsH-Ffwb-fGcyqOFQ,We received the menu in our mail today so we decided to check it out. We were not disappointed. The food was fantastic and the prices were even better. We...
NGGcqovgvKOZwrUjKdfH4w,LOVE this place! Can't say enough good things about it. My mom cooked Korean food for a living so I'm a hard one to please. This place is an amazing deal....
NGGcqovgvKOZwrUjKdfH4w,"MIRA, MIRA, MIRA!!! 
Definitely ask for Mira to be your server if you can. She's AMAZING! She definitely took care of us like any mom would.

Easily a..."
NGGcqovgvKOZwrUjKdfH4w,"Our friend celebrated his birthday there. We had close to 20 people and we had a nice area for our group. Our waitress and waiter were great, they explained..."
ekeUepXhlRTnsEMt42PvUw,"GREAT PLACE TO GET CHEAPER Hibachi STYLE food.  

I spend over $100 on 2 of us at a Hibachi place for the same great foot here for under 1/2 that... who..."
ekeUepXhlRTnsEMt42PvUw,"The server is super sweet and friendly. I think her name is Biki based on my receipt. Every time we go there, we'll see her. Hands down one of the best..."
ekeUepXhlRTnsEMt42PvUw,Let me start by saying the staff was nice and did not make us pay for one of our rolls when we mentioned there was something wrong with the...
5UCIfPtPwZmaAIbbXRWO8g,Went on a Wednesday for lunch it was quiet and very clean. The fat boy roll was great. I loved the peach sake. The prices were very reasonable. I tried the...
5UCIfPtPwZmaAIbbXRWO8g,They are generous with their ingredients. Ya know when you want to add cream cheese or avocado to a sushi roll and places charge you a dollar and its BARELY...
5UCIfPtPwZmaAIbbXRWO8g,"Husband and I came here for a quick sushi lunch after some shopping, based on the glowing reviews we read. Unfortunately, we won't be returning.

The..."
3y9YwdT1AKeqQeyAs3fGLA,"Love this place, frequently take my family here for dinner when things get busy during the week.  The servers are very attentive and friendly.  They also..."
3y9YwdT1AKeqQeyAs3fGLA,"Perfect spot for a quick snack break!  

My 9 yo and I stopped in for a light dinner and she was so happy with her salmon roll.  Seriously the chunks of..."
3y9YwdT1AKeqQeyAs3fGLA,"I'm a BIG fan of this place for many reasons.  One, their takeout service is just as great as eating in.  Two, there fish/sushi is delicious and so balanced..."
xnWqdhHYaOOnI6f7gZYK4A,Great Food! New business here in Mesquite. Family owned and very friendly. Got the Kung Pao chicken with steamed chicken. This new place will definitely be...
xnWqdhHYaOOnI6f7gZYK4A,Nice addition to this side of Mesquite. Supper friendly staff. Offer free taste and lots of options. We did the Create Your Plate option. Good price. Food...
xnWqdhHYaOOnI6f7gZYK4A,Had them the other day they are pretty good. Beat wontons I've had ever. I'd went through the drive thru it took about 20min for me to get my food quite a...
mGdzFQD2qM_GiwQNoNTJaQ,"First time at the location. I visited during dinner- the location wasn't too busy. The decor was trendy and the setup was spacious . 

The food was..."
mGdzFQD2qM_GiwQNoNTJaQ,"Frisco, Texas

Love this place. Been 3 or 4 times, consistently excellent. Black Garlic Ramen, Spicy Ramen both great.  

My favorite Ramen in town."
mGdzFQD2qM_GiwQNoNTJaQ,"The Spicy Chicken Karaage is the best in DFW!!!
Most places give small bits of chicken, and a splash of spicy dressing. The portions are so big, this should..."
04uaXv7jEV4W_30WJj2k-g,"New owner new service new everything. 
They first have a very honest service. Good quality with heart. Family owned and operated. Their sushi is very good..."
04uaXv7jEV4W_30WJj2k-g,"Sushi and sashimi was very good.

Chicken was too dry.  

Owner ask too much personal question if you speak same language.


I mean... do i really have to..."
04uaXv7jEV4W_30WJj2k-g,I am happy to have found Tsunami in Flower Mound. I have tried many sushi restaurants since moving to Texas over a year ago. Tsunami outshines all the...
Txvf0S970jzUghmYEgMc4Q,"Even though I only ordered one item via GrubHub, it was so good that I wished I had ordered 2, which is why this review is an easy 5 stars.  I had the..."
Txvf0S970jzUghmYEgMc4Q,"I had a craving and we hadn't done hibachi in over a year. We keep seeing this place but never go, until now.  Once you step inside it is beautifully modern..."
Txvf0S970jzUghmYEgMc4Q,"Having our very late lunch here.

I ordered their Katsu bento box. Katsu Chicken were thinly sliced, it's crunchy and delicious. 

Serving staff is friendly..."
Al0o9RvsT6NqsBb4OODExg,"We went on a Sunday evening around 7pm, we were seated promptly. The ambience was good. 

we ordered the Chicken Paitan and the veggie Ramen with the veggie..."
Al0o9RvsT6NqsBb4OODExg,"I ordered ""spicy."" Im not sure if they messed up the order or if their spicy has literally zero spice in it. It tasted as if I got the ""no spice"" option. I..."
Al0o9RvsT6NqsBb4OODExg,"Finally got to try this place after hearing so many good things about it. 
We tried the gyoza and chicken karaage as appetizers and had the Ramen Hakata..."
WQbMbt_WwyUNxzg6QVzsEw,"Very tasty, quick and casual. Will be my new go-to restaurant in West Frisco.

Portions were generous and pricing was very fair. Far from an expert in true..."
WQbMbt_WwyUNxzg6QVzsEw,We love this place but it needs a tiny bit of tweaking. First- I think it's better for takeout than dine in. Service is quite slow some days which prevents...
WQbMbt_WwyUNxzg6QVzsEw,"Decided to check out this place when passing by and it turned out to be a great choice.

I loved the fact that I could build a bowl and choose my vegetables..."
7T-UWwVlPKuuHnTzkoAN_Q,"This is a great family place.  We love the sushi and the habachi grill.  Nice atmosphere and a neat sushi bar. 

We come here a couple of times a month...."
7T-UWwVlPKuuHnTzkoAN_Q,"Great, low-key sushi and hibachi restaurant in an upscale, quiet neighborhood.

The service was quick and friendly, the restaurant appeared clean, and they..."
7T-UWwVlPKuuHnTzkoAN_Q,"Excellent sushi with a beautiful view! Very please with this dining experience for several reasons-- 
1. They don't play around with their fish to rice..."
bgzwNN6HoLKSDlf3e0AZRw,"Wow ....just wow!  This place is A-mazing!!!

Super nice staff, clean restaurant, nice atmosphere, but the food is A+++. 

You haven't lived until you've..."
bgzwNN6HoLKSDlf3e0AZRw,"My family and I came here for dinner one night and really enjoyed! We shared a few appetizers, the calamari (delicious and crispy. Had some fried jalapeños..."
bgzwNN6HoLKSDlf3e0AZRw,"I work near by so I come here for happy hour occasionally. Their appetizers and sushi are great, we always get the dumplings and a few pieces of sushi!

I'd..."
h5L7dv7TVntzpun0_OORkw,"2019 Yelp 120 Challenge- #85

Delicious Hibachi to go. I stumbled across this hidden gem while checking out Torchy's next door. I had just come in to try..."
h5L7dv7TVntzpun0_OORkw,"Great value w tons of choices.  Using noodles were great, miso and edamame prepared just fine. Kids enjoyed the sushi. I had a veggie hibachi. Veggies were..."
h5L7dv7TVntzpun0_OORkw,"Holy cow, this is tasty and cheap. 
The proprietress was VERY understanding of dietary restrictions and cooked us a fresh, delicious hibachi without salt...."
HXuc-rbs8G5JQJJk_o5Nhw,"Who doesn't like some KFC?  And I'm not talking about The Colonel, I'm talking Korean Fried Chicken!  With a wide variety of flavors to choose from, there..."
HXuc-rbs8G5JQJJk_o5Nhw,"Food:
Yangnyum fried chicken  (spicy) was pretty good. A little too sweet for my taste. i ordered spicy (in the middle level) but it wasn't that spicy after..."
HXuc-rbs8G5JQJJk_o5Nhw,Great Korean chicken place in Dallas! I think this is one of the oldest Korean chicken place If I remember correctly. We usually get the spicy chicken from...
UW7lfER5yvapel2Ck-HM7A,"Update!  Over a year later I still give this place five stars.  Owners are as nice as ever and the food is still great! 


Had a great first meal here!  The..."
UW7lfER5yvapel2Ck-HM7A,"I've been dying to try this place- specifically the poke bowl. Ordered food to go.

Poke bowl- good! Flavors were tasty, to-go container looked deceivingly..."
UW7lfER5yvapel2Ck-HM7A,"What a pleasant surprise!  After my lack of enthusiasm for the prior occupant of this small place, I had been reluctant to go again, even knowing there were..."
I0zniCM7uRypThNS6JX2WA,"I eat here once a month but my son eats here at least once a week. Staff are friendly and the place is clean.

The Wow Chicken bowl is awesome when they fry..."
I0zniCM7uRypThNS6JX2WA,"The price was pretty alright for what you get. My wife got the spicy pork bowl. I got the spicy bomb bowl. 

My wife thought hers was ok. I was kind of..."
I0zniCM7uRypThNS6JX2WA,"This is our new favorite fast grab meal! If you get a regular size bowl, you choose either steamed, brown, or fried rice as your base. On top of that, you..."
2g4-RKrQcaeDi1UmKYpZVw,Our favorite sushi joint. We have spent four times the price elsewhere without the fantastic quality that we get at Sushi Maku. Absolutely love the owners...
2g4-RKrQcaeDi1UmKYpZVw,This is a hidden gem. My boyfriend and I have been coming to Sushi Maku for the last few years now and we recommend it to everyone. Literally! The...
2g4-RKrQcaeDi1UmKYpZVw,"Walking in, I felt this wonderful charm of a cozy, Japanese spot in the suburbs, but my enchantment slowly faded to contempt and emptiness as the meal..."
Dl1GwP1iV22pF32udE9xvw,"Super incredible hidden gem. 
Great Japanese flavor! Lunch is a deal and a half!
Make sure to check in for the added variety! 
Really helpful and attentive..."
Dl1GwP1iV22pF32udE9xvw,My husband and I went last night on a whim (we don't live in the area). I was craving Thai; we don't have anything available where we live :(  We ordered...
Dl1GwP1iV22pF32udE9xvw,"Amazing! We went for supper and they were very busy. This means the kitchen was a bit slammed so food came out a tad slow. Despite this, the food is worth..."
OUupnDP4VxsIRPn-XSW-rQ,I love sushi and love trying new sushi places....but I always tend to go back to Ahoyama as my favorite.  Love that it's a small local restaurant which...
OUupnDP4VxsIRPn-XSW-rQ,"It has been several years since we visited and wondered what took us so long to come back. The atmosphere was perfect, our hostise was great the food very..."
OUupnDP4VxsIRPn-XSW-rQ,"We really enjoyed our dinner here tonight. Our favorite sushi place had closed, so we decided to try another one nearby and we were not disappointed. We got..."
uq_-29v09MEOn7pBizWGUg,"This is by far my favorite location since moving to Dallas this month. This is a Korean/Japanese fusion bowl with a subway set up. You come in pick a bowl,..."
uq_-29v09MEOn7pBizWGUg,"I first experienced this mouth watering meal at a place called Cidercade about a month ago, the food truck was there. I had the veggie bowl and instantly..."
uq_-29v09MEOn7pBizWGUg,"Amazing food! Friendly staff! Bold flavors! What else do you need??? I love all of the restaurants in the Cityline area, however, this one has the most..."
PHnaTIn6y_QBBgVwV_cj3Q,Small treasure in Frisco. Only 6 tables and a small counter - but awesome sushi. Tempura was light and perfectly cooked. We were served huge slabs of...
PHnaTIn6y_QBBgVwV_cj3Q,This little stop is worth it! Sushi was so yummy and very appealing to the eye! Only 6 tables but they were full the whole time we were there!!! Staff was...
PHnaTIn6y_QBBgVwV_cj3Q,"Tomo sushi is a very intimate mom and pop shop in Frisco. The fish was extremely fresh and tasty. Service was quick and friendly. Between 2 people, we..."
M_7gyhjziN0hZ9Du_12Alg,"The food is consistently good as is the service, friendly and polite. 
Prices are very reasonable and they quality and freshness of the veggies is on point!..."
M_7gyhjziN0hZ9Du_12Alg,"Delicious, consistent, and affordable prices. All my kids Eat here and it's very family friendly. Sushi rolls and hibachi orders are freshly made with a..."
M_7gyhjziN0hZ9Du_12Alg,"Meh
Probably won't return. 

Vegetable spring roll was tasteless and doughy inside. 

Teriyaki chicken with white (+$1) meat: minimal chicken and it was not..."
